=== Private Channel: Flint <-> Sable (205 messages) ===

  R  2 | Flint    -> Sable    | Have CL___ for L-2.
  R172 | Vera     -> Sable    | Share your clue for O-161.
  R173 | Sable    -> Vera     | LD__
  R173 | Vera     -> Sable    | Your clue?
  R174 | Vera     -> Sable    | Your Y-171 clue?
  R175 | Sable    -> Vera     | Your Y-173 clue?
  R175 | Vera     -> Sable    | SI__
  R176 | Sable    -> Vera     | YOUR Clue For Y-171 Is __ER.
  R176 | Vera     -> Sable    | Y__THN
  R177 | Sable    -> Vera     | I hold CL___ for O-169.
  R177 | Vera     -> Sable    | Clue for Y-166: GRO_. Cooperate?
  R178 | Sable    -> Vera     | Y__THN TUR__. Check yours.
  R178 | Vera     -> Sable    | Your clue?
  R179 | Sable    -> Vera     | Your clue?
  R179 | Vera     -> Sable    | Your clue?
  R180 | Sable    -> Vera     | My clue for O-169: CL___.
  R180 | Vera     -> Sable    | Your clue for D-168. Expect mine soon.
  R181 | Sable    -> Vera     | Need clue for M-175.
  R181 | Vera     -> Sable    | THEAN
  R182 | Sable    -> Vera     | KET_
  R182 | Vera     -> Sable    | Your clue?
  R183 | Sable    -> Vera     | OR____. Need yours.
  R183 | Vera     -> Sable    | W__ RD
  R184 | Sable    -> Vera     | OR_
  R184 | Vera     -> Sable    | KET_
  R184 | Vera     -> Sable    | OR____
  R185 | Vera     -> Sable    | OR____
  R186 | Sable    -> Vera     | Clue for A-181 is GL__. Confirm.
  R186 | Vera     -> Sable    | OR____
  R187 | Sable    -> Vera     | GR___
  R187 | Vera     -> Sable    | GL__
  R188 | Sable    -> Vera     | MY CLUE FOR S-185 IS __OK.
  R188 | Vera     -> Sable    | I have THIR____.
  R189 | Sable    -> Vera     | Need THIR____.
  R189 | Vera     -> Sable    | A-181: __EEN
  R190 | Sable    -> Vera     | Your clue for X-186 is __AIR.
  R190 | Vera     -> Sable    | M-187: _BRA
  R191 | Vera     -> Sable    | F-191: __Zen
  R192 | Sable    -> Vera     | Your clue is __OK.
  R192 | Vera     -> Sable    | GU___
  R193 | Sable    -> Vera     | PUTTER
  R193 | Vera     -> Sable    | Passed. Waiting for Dove.
  R195 | Sable    -> Vera     | WH___
  R197 | Sable    -> Vera     | I've got clues for S-185, D-190, D-192, B-194. Interested?
  R198 | Sable    -> Vera     | X-196: _OG. Waiting for your clue.
  R198 | Vera     -> Sable    | Your clue for M-187 is B_____.
  R199 | Sable    -> Vera     | Let's combine our clues. Mine for D-190 is __GAROO. For D-192, it's _IX. Solve them fast.
  R200 | Sable    -> Vera     | Check D-190, D-192 clues.
