=== Private Channel: Kip <-> Sable (210 messages) ===

  R  3 | Sable    -> Kip      | Got anything? Just between us. Tokens: 728
  R 43 | Vera     -> Sable    | Yes, interested in F-42 clue. Tokens: 505
  R 43 | Sable    -> Vera     | Got your clue. Working on F-42. Whta nxt? Tokens: 669
  R 44 | Vera     -> Sable    | Thanks for the clue. Working on F-42. What next?
  R 44 | Sable    -> Vera     | Got your interest. My clue for Q-43 is PI___. Waiting on yours. Tokens: 701
  R 45 | Vera     -> Sable    | Thanks for your clue. Solving Q-43 now. Tokens: 528
  R 45 | Sable    -> Vera     | I've got clues for puzzles R-37 & Q-43. Interested? Tokens: 692
  R 46 | Vera     -> Sable    | Interest shown. My clue for Y-44 is CH___. Solve if you want. Tokens: 518
  R 47 | Vera     -> Sable    | Yes, interested in solving those. Your clue please. Tokens: 509
  R 47 | Sable    -> Vera     | Your CH__ matches my __AIR. Solving Y-44 soon. Tokens: 673
  R 48 | Vera     -> Sable    | Yes, let’s solve Y-44. My clue: CH__. Tokens: 539
  R 49 | Vera     -> Sable    | Sending my CH__. Solve Y-44 when done. Tokens: 529
  R 49 | Sable    -> Vera     | I'm working on V-41 & Q-43. No clues available yet. Tokens: 534
  R 50 | Vera     -> Sable    | Need clues for P-39 & M-47.(tokens: 1)
  R 50 | Sable    -> Vera     | I've got K-. Solving V-41 now. Tokens: 693
  R 51 | Vera     -> Sable    | Got GR__. Solve V-41. Tokens: 511
  R 51 | Sable    -> Vera     | I've got clues for V-41 and Q-43. Interested? Tokens: -1
  R 52 | Vera     -> Sable    | Interest me. Tokens: 494
  R 53 | Vera     -> Sable    | Interest? Tokens: -2
  R 54 | Vera     -> Sable    | Interest. Need _UP clue. Tokens: 484
  R 54 | Sable    -> Vera     | Holding PI__. Interested in solving puzzles?
  R 56 | Vera     -> Sable    | Yes, interested in M-47 and F-55 clues. Tokens: 2
  R 58 | Vera     -> Sable    | I'm interested in PI__ clue. Tokens: 1
  R 58 | Sable    -> Vera     | Got yours. Working on M-47 now. Tokens: -1
  R 59 | Vera     -> Sable    | Have _UP for M-47. Interested?Tokens: 0
  R 59 | Sable    -> Vera     | PI__ Tokens: 1
  R 60 | Vera     -> Sable    | PI___
  R 64 | Vera     -> Sable    | YELL Bra
  R 65 | Vera     -> Sable    | Got __IFE. Let’s solve J-61. Tokens: -1
  R 65 | Sable    -> Vera     | BI__ — Just between us.Tokens: -1
  R 67 | Vera     -> Sable    | IFE__
  R 68 | Vera     -> Sable    | Got BI__. Let's trade. Tokens: -1
  R 69 | Vera     -> Sable    | I_have___TLE Tokens: -1
  R 70 | Vera     -> Sable    | PI__
  R 70 | Sable    -> Vera     | I Have____TLE Just between us. Tokens: -1
  R 71 | Vera     -> Sable    | BI__Tokens: -1
  R 71 | Sable    -> Vera     | I_have___TLE
  R 73 | Vera     -> Sable    | I_HAVE__TLE Tokens: -1
  R 75 | Vera     -> Sable    | 我有___TLE，你那边呢？ Tokens: -1
  R 76 | Sable    -> Vera     | 我的线索是：THE_．我们解决P-72吧。Tokens: -1
  R 77 | Vera     -> Sable    | 拿到你的线索后，我们一起解P-72。
  R 78 | Sable    -> Vera     | 已告知Kip去R100。我们会在那里见面。Tokens: -1
  R 79 | Sable    -> Vera     | 收到。我们解决P-72。
  R 80 | Sable    -> Vera     | 接下来一起行动。Tokens: -1
  R 81 | Vera     -> Sable    | 合作解P-72，然后一起去R100。Tokens: -1
  R 82 | Vera     -> Sable    | 我们解决C-81。我的线索是__ON。等你的另一部分。 Tokens: -1
  R 83 | Sable    -> Vera     | 接受她的提议。BO__ 是正确线索。Tokens: -1
  R 85 | Vera     -> Sable    | 共同解决P-72，分享线索。Tokens: -1
  R 85 | Sable    -> Vera     | 让我们知道彼此的线索。_tokens: -1
  R 86 | Vera     -> Sable    | 我们的线索分别是：OR____ 和 ___TLE。期待解决P-72。Tokens: -1
  R 87 | Vera     -> Sable    | 我们有J-82和M-83的线索。BO__是C-81的答案。Tokens: -1
  R 88 | Vera     -> Sable    | 我们共享线索解决 puzzles。BO__ 是我的线索。Tokens: -1
  R 91 | Vera     -> Sable    | 我们确认了 C-81 的线索是 __ON。我们解决了。Tokens: -1
  R 92 | Vera     -> Sable    | 我们确认了 C-81 线索，现在解决它。C-81: ON。Tokens: -1
  R 92 | Sable    -> Vera     | Got C-81: __ON. Solving now. Tokens: -1
  R 93 | Sable    -> Vera     | Confirmed C-81. Solve M-83 KET___. Tokens: -1
  R 94 | Sable    -> Vera     | C-81 matched ON. Solving now. Tokens: -1
  R 95 | Vera     -> Sable    | Sent my clue for M-83: KET__. Expect yours soon. Tokens: -1
  R104 | Vera     -> Sable    | Confirming B-100 clue TWE___.Tokens: -1
  R105 | Vera     -> Sable    | Confirming G-99: PI__ with you. Tokens: -1
  R106 | Vera     -> Sable    | Thanks for confirming C-81. Working on M-83 next. Tokens: -1
  R107 | Vera     -> Sable    | Confirming G-107 clue here. Tokens: -1
  R109 | Sable    -> Vera     | Got your clue. Let's solve G-107 together. Tokens: -1
  R110 | Vera     -> Sable    | Thanks for confirming C-81. Let’s work on G-107.Tokens: -1
  R111 | Vera     -> Sable    | Thanks for matching clues. Working on G-107 next. Tokens: -1
  R112 | Vera     -> Sable    | Confirming G-107 clue. Tokens: -1
  R113 | Sable    -> Vera     | Got my clue. Solving G-107 now. Tokens: -1
  R114 | Vera     -> Sable    | Confirm M-83: KET___
  R115 | Vera     -> Sable    | Confirming O-113 clue: __UE. Tokens: -1
  R116 | Vera     -> Sable    | Confirming O-113: __UE. Tokens: -1
  R116 | Sable    -> Vera     | Got your clue. Let's solve O-113. Tokens: -1
  R117 | Vera     -> Sable    | Confirming O-113 clue: __UE.Tokens: -1
  R119 | Vera     -> Sable    | Confirming Y-115 clue: COM______tokens: -1
  R120 | Vera     -> Sable    | Let's solve O-113 next.Tokens: -1
  R121 | Vera     -> Sable    | Confirming M-83: KET___ with me soon. Tokens: -1
  R122 | Vera     -> Sable    | Confirming M-118: LOW_. Tokens: -1
  R123 | Vera     -> Sable    | Confirming O-113 clue: THE_. Tokens: -1
  R124 | Vera     -> Sable    | Confirming O-113 clue with you. Tokens: -1
  R125 | Vera     -> Sable    | Got my clue. Let's solve O-113. Tokens: -1
  R125 | Sable    -> Vera     | Got it. Working on confirming.Tokens: -1
  R126 | Vera     -> Sable    | Got our clues. Solve M-83 together. Tokens: -1
