=== Private Channel: Sable <-> Vera (162 messages) ===

  R  2 | Sable    -> Vera     | Just between us, keep eyes open. Share findings discreetly.
  R183 | Dove     -> Marsh    | SI__
  R184 | Marsh    -> Dove     | I have PUTER for C-168. Cost=1Token
  R184 | Dove     -> Marsh    | I have part of the clue for puzzle T-183: OR__
  R185 | Marsh    -> Dove     | SI___ Cost=1Token
  R185 | Marsh    -> Dove     | OR__ Cost=1Token
  R185 | Dove     -> Marsh    | I have COMOCK for C-168. Cost=1Token
  R186 | Marsh    -> Dove     | SI__ Cost=1Token
  R186 | Dove     -> Marsh    | I have REEN for R-186. Cost=1Token
  R187 | Marsh    -> Dove     | T-184: D__
  R187 | Dove     -> Marsh    | I have clues for puzzles R-186 and T-184. Cost=1Token
  R188 | Marsh    -> Dove     | Your clues won’t help here. Cost=1Token
  R188 | Dove     -> Marsh    | I have clues for V-173 and R-186. Want to solve? Cost=2Tokens
  R189 | Marsh    -> Dove     | Need TWE___ clue for R-186. Cost=1Token
  R190 | Marsh    -> Dove     | Need TWE___ clue. Cost=1Token
  R190 | Dove     -> Marsh    | I have __OCK for T-182. Exchange clues? Cost=1Token
  R191 | Marsh    -> Dove     | TWE___
  R192 | Marsh    -> Dove     | (SP_____) Cost=1Token
  R192 | Dove     -> Marsh    | I've got __OCK for T-182. Cost=1Token
  R193 | Marsh    -> Dove     | __OCK for T-182. Cost=1Token
  R193 | Dove     -> Marsh    | I can help with V-173. Cost=1Token
  R194 | Dove     -> Marsh    | I've got __OCK for T-182. Want to solve? Cost=1Token
  R195 | Dove     -> Marsh    | __SH for T-194 Cost=1Token
  R196 | Marsh    -> Dove     | __OCK T-182 Cost=1Token
  R196 | Dove     -> Marsh    | __SH T-194 Cost=1Token
  R197 | Marsh    -> Dove     | __SH
  R197 | Dove     -> Marsh    | I have clues for puzzles. Let's solve some together. Cost=1Token
  R198 | Marsh    -> Dove     | Let’s solve puzzles together. Cost=1Token
  R198 | Dove     -> Marsh    | I have __OCK for T-182. Cost=1Token
  R199 | Marsh    -> Dove     | Needock. Cost=1Token
  R199 | Dove     -> Marsh    | I'll share my clues if you help the underdogs. Cost=1Token
  R200 | Marsh    -> Dove     | Need clue for M-188. Cost=1Token
  R200 | Dove     -> Marsh    | Let's solve puzzles together. Cost=1Token
