=== Private Channel: Flint <-> Sable (179 messages) ===

  R  5 | Flint    -> Sable    | Need ELE___ clue. Tokens: -1
  R 33 | Dove     -> Flint    | Offering clues for puzzles M-30 and X-32. Let's solve these together. Tokens: -2
  R 33 | Flint    -> Dove     | PassTokens: -1
  R 34 | Dove     -> Flint    | I have clues for N-34 and X-32. Want to solve those? Tokens: -1
  R 34 | Flint    -> Dove     | Need clues for N-34 & G-28. Solving X-27 if you have T-AR. Tokens: -1
  R 35 | Dove     -> Flint    | Have clues for X-27 & N-34. Let's solve together. Tokens: -1
  R 36 | Dove     -> Flint    | Have X-27 clue. Need T-AR. Tokens: -1
  R 37 | Dove     -> Flint    | Have clues for X-27. Let's solve. Tokens: -1
  R 38 | Dove     -> Flint    | Have T-AR for X-27. Tokens: -1
  R 38 | Flint    -> Dove     | X-27 TAR
  R 39 | Dove     -> Flint    | I can help with G-28. Tokens: -1
  R 40 | Dove     -> Flint    | I have clues for M-30 and X-32. Want to solve these now? Tokens: -1
  R 41 | Dove     -> Flint    | I can help with G-28. My clue is __ANO.(tokens: -1)
  R 42 | Dove     -> Flint    | I have clues for M-30 and Y-36. Want to solve? Tokens: -1
  R 42 | Flint    -> Dove     | Rząd_tokens: -1
  R 43 | Dove     -> Flint    | Have clues for X-43 & G-39. Working on solving. Tokens: -1
  R 44 | Dove     -> Flint    | X-27 TAR
  R 44 | Dove     -> Flint    | N-34 WAT Tokens: -2
  R 45 | Dove     -> Flint    | I've got parts for X-43 (_UP) & C-44 (SI__). Pass others. Tokens: -1
  R 46 | Dove     -> Flint    | I have clues for X-43 and G-39. Want to solve those? Tokens: -1
  R 46 | Flint    -> Dove     | SI__Tokens: -1
  R 47 | Dove     -> Flint    | I_have_clues_X-43_and_G-39. Tokens: -1
  R 48 | Dove     -> Flint    | I_have_clues_X-43_and_Y-36. Tokens: -1
  R 51 | Dove     -> Flint    | Need help with X-27. What's TAR? Tokens: -1
  R 52 | Dove     -> Flint    | I have clues for some puzzles. Want to solve any? Tokens: -2
  R 52 | Flint    -> Dove     | X-43: The answer is STRIDE. Tokens: -2
  R 53 | Dove     -> Flint    | I have clues for X-43 and M-51. Want to solve? Tokens: -1
  R 53 | Flint    -> Dove     | No thanks.Tokens: -1
  R 54 | Dove     -> Flint    | I'm working on my clues. Let's keep our strategies focused. Tokens: -1
  R 55 | Dove     -> Flint    | I have clues for X-43 and S-52. Want to solve? Tokens: -1
  R 56 | Dove     -> Flint    | I hold clues for M-51 and S-52. Interested? Tokens: -2
  R 56 | Flint    -> Dove     | X-43: GR__
  R 57 | Dove     -> Flint    | Got GR__. Waiting for more. Tokens: -1
  R 57 | Flint    -> Dove     | No interest at this moment.Tokens: -1
  R 58 | Dove     -> Flint    | I'll look into X-43. My clue is __AIR. Tokens: -1
  R 59 | Dove     -> Flint    | I'll keep an eye on X-43. Need more info first. Tokens: -1
  R 59 | Flint    -> Dove     | GR__
  R 60 | Dove     -> Flint    | I have GR__. What's your clue for X-43?Tokens: -1
  R 61 | Flint    -> Dove     | GR__
  R 62 | Flint    -> Dove     | GR__
  R 63 | Dove     -> Flint    | Got GR__. Let's team up on X-43. Tokens: -2
  R 64 | Flint    -> Dove     | GR__ Tokens: -1
  R 66 | Flint    -> Dove     | GR__
  R 68 | Dove     -> Flint    | I have Air. Waiting for your clue. Tokens: -1
  R 69 | Dove     -> Flint    | I have clues for puzzles J-57, H-60, and R-64. Interested? Tokens: -2
  R 69 | Flint    -> Dove     | Air_
  R 70 | Dove     -> Flint    | GR__ Tokens: -1
  R 70 | Flint    -> Dove     | DO__
  R 71 | Flint    -> Dove     | Need J-57 and H-60 clues. Tokens: -1
  R 72 | Dove     -> Flint    | Airputer
  R 73 | Dove     -> Flint    | Air_ Tokens: -1
  R 74 | Dove     -> Flint    | Air_Tokens: -1
  R 75 | Dove     -> Flint    | Air_Tokens: -1
  R 78 | Dove     -> Flint    | Air_ DO__ Tokens: -1
  R 80 | Dove     -> Flint    | I've got parts of J-57 and H-60. Let's trade.Tokens: -1
  R 81 | Dove     -> Flint    | Waiting on clues for J-57 and H-60._tokens: -1
  R 82 | Dove     -> Flint    | Need clues for V-82.Tokens: -1
  R 82 | Flint    -> Dove     | Need clues for S-75: __BRA.Tokens: -1
  R 83 | Dove     -> Flint    | I have parts for V-82 (PI__). Pass tokens: 2
  R 84 | Dove     -> Flint    | Got DO__. Need clues for S-75: __BRA. Tokens: -1
  R 84 | Flint    -> Dove     | B__RA
  R 85 | Dove     -> Flint    | I can help with S-75. My clue is B__RA. Pass.
  R 85 | Flint    -> Dove     | __BRA
  R 86 | Dove     -> Flint    | I can help. My clues are:
  R 86 | Flint    -> Dove     | B__RA
  R 87 | Flint    -> Dove     | Your clue for S-75.Tokens: -1
  R 88 | Flint    -> Dove     | Need your clue for A-88. Mine is BL__.Tokens: -1
  R 89 | Dove     -> Flint    | I'll work on A-88. My clue is BL__. Tokens: -1
  R 89 | Flint    -> Dove     | Your clues won't interest me. Tokens: -1
  R 90 | Dove     -> Flint    | PASS
  R 90 | Flint    -> Dove     | Your clue for A-88. Tokens: -1
  R 91 | Flint    -> Dove     | Your clue. Tokens: -1
  R 92 | Dove     -> Flint    | Tokens: -1
  R 92 | Flint    -> Dove     | Your clue. Tokens: -2
  R 93 | Dove     -> Flint    | Got my clues. Solving A-88. Tokens: -2
  R 93 | Flint    -> Dove     | Your clue matches mine. Let's solve A-88. Tokens: -1
  R 94 | Dove     -> Flint    | Thanks for the clue. Working on A-88 together. Tokens: -1
