=== Private Channel: Kip <-> Marsh (151 messages) ===

  R 10 | Marsh    -> Kip      | Aligning our efforts. Solve puzzles together.Tokens: -1
  R138 | Sable    -> Flint    | Have our clues for N-123 & V-130. Interested?_tokens: -1
  R139 | Sable    -> Flint    | Have our clues for I-125 & K-134. Interested?
  R140 | Flint    -> Sable    | Both. Tokens: -1
  R141 | Flint    -> Sable    | Need clue for V-130. Tokens: -1
  R142 | Sable    -> Flint    | Your clue. Tokens: -1
  R142 | Flint    -> Sable    | I-136 CLueTokens: -1
  R143 | Sable    -> Flint    | I-136 CLue Tokens: -1
  R143 | Flint    -> Sable    | Yes, share. Tokens: -1
  R144 | Flint    -> Sable    | Need her clues. Tokens: -1
  R145 | Flint    -> Sable    | Yes, share clues.Tokens: -1
  R146 | Flint    -> Sable    | Need clues. Tokens: -1
  R147 | Flint    -> Sable    | Need both clues. Tokens: -1
  R148 | Sable    -> Flint    | On it.Tokens: -1
  R148 | Flint    -> Sable    | Need clues. Tokens: -1
  R149 | Sable    -> Flint    | Clue: THE.answer.is.PI__.Tokens: -1
  R150 | Sable    -> Flint    | Have SP___ clue.Tokens: -1
  R150 | Flint    -> Sable    | PI__ Tokens: -1
  R151 | Sable    -> Flint    | Got yours? Tokens: -1
  R151 | Flint    -> Sable    | PI__ clue. Tokens: -1
  R152 | Sable    -> Flint    | Got yours? Tokens: -1
  R152 | Flint    -> Sable    | Sent. Tokens: -1
  R153 | Sable    -> Flint    | Got it. Tokens: -1
  R153 | Flint    -> Sable    | Yes, mine is GR___. Solve Y-144. Tokens: -2
  R154 | Flint    -> Sable    | Have mine. Tokens: -1
  R155 | Sable    -> Flint    | Need clue for G-147.
  R155 | Flint    -> Sable    | Got mine. Tokens: -1
  R156 | Sable    -> Flint    | Your clue for G-147? Tokens: -1
  R156 | Flint    -> Sable    | Your clue.Tokens: -1
  R157 | Sable    -> Flint    | Got my clue. Tokens: -1
  R157 | Flint    -> Sable    | GR___.Tokens: -1
  R158 | Sable    -> Flint    | Thanks. Working on it. Tokens: -1
  R158 | Flint    -> Sable    | Sending. Tokens: -1
  R159 | Sable    -> Flint    | __LD
  R159 | Flint    -> Sable    | GO__
  R160 | Flint    -> Sable    | J-153 Ze__
  R161 | Flint    -> Sable    | J-153 ZE__
  R162 | Flint    -> Sable    | Check J-153 clues. Tokens: -1
  R163 | Sable    -> Flint    | J-153 ZE__ Tokens: -1
  R163 | Flint    -> Sable    | J-153 Ze__
  R164 | Flint    -> Sable    | ZE_Tokens: -1
  R165 | Flint    -> Sable    | E-159 __ITE Tokens: -1
  R166 | Flint    -> Sable    | G-162 __GHT
