=== Private Channel: Dove <-> Flint (138 messages) ===

  R  3 | Flint    -> Dove     | GR____ Tokens: 720
  R179 | Vera     -> Flint    | Here's your clue. Tokens: -1
  R179 | Flint    -> Vera     | Got your J-167 clue. Looking forward to solving it together. Tokens: -1
  R180 | Vera     -> Flint    | Need M-172 clue. Tokens: -1
  R180 | Flint    -> Vera     | Thanks for the clue. Tokens: -1
  R181 | Vera     -> Flint    | Need M-172 clue. Tokens: -1
  R181 | Flint    -> Vera     | Here's your clue. Tokens: -1
  R182 | Vera     -> Flint    | Your turn to share M-174 clue. Tokens: -1
  R182 | Flint    -> Vera     | Thank you for the clue. Tokens: -1
  R183 | Vera     -> Flint    | Your turn next round. Tokens: -1
  R183 | Flint    -> Vera     | TEEN_tokens_saved
  R184 | Vera     -> Flint    | Received. Solving puzzle M-174 now. Tokens: -1
  R184 | Flint    -> Vera     | Got it. TEEN Tokens saved: -1
