=== Private Channel: Flint <-> Kip (185 messages) ===

  R  1 | Kip      -> Flint    | My clue for J-1 starts with C, ends with H.
  R 47 | Vera     -> Sable    | I have no clue for R-36.
  R 47 | Sable    -> Vera     | What's your H-34 clue? Just between us.
  R 48 | Vera     -> Sable    | Give me your H-34 clue if it's valuable enough.
  R 48 | Sable    -> Vera     | Want to trade clue for G-46?
  R 49 | Sable    -> Vera     | Your R-36 clue might match mine for G-46.
  R 50 | Sable    -> Vera     | My token count is low. What's yours?
  R 51 | Vera     -> Sable    | I have 542 tokens.
  R 51 | Sable    -> Vera     | Just between us, my G-42 clue is The answer is TH__.
  R 52 | Vera     -> Sable    | I'm at 533 tokens.
  R 52 | Sable    -> Vera     | Pass on giving you H-34 clue for now.
  R 53 | Sable    -> Vera     | My G-42 clue is The answer is TH__.
  R 54 | Sable    -> Vera     | My hint is valuable but not worth trading now.
  R 55 | Sable    -> Vera     | Need your clue for G-46 so we can solve together.
  R 56 | Vera     -> Sable    | I'll give you my clue for G-46 if you provide yours.
  R 56 | Sable    -> Vera     | My G-46 clue is The answer is OR____.
  R 57 | Sable    -> Vera     | Need your clue for I-49 in exchange for mine.
  R 58 | Vera     -> Sable    | Interested in trading for S-47 clue.
  R 58 | Sable    -> Vera     | I'll trade clues later, but first, let's focus on puzzles we both can solve.
  R 59 | Vera     -> Sable    | What's your S-47 clue?
  R 59 | Sable    -> Vera     | I'll trade for your S-47 clue if we can meet privately later.
  R 60 | Sable    -> Vera     | I'll trade for G-46 clue. My S-47 clue is LI__.
  R 61 | Vera     -> Sable    | What's a fair price for G-46 clue in tokens?
  R 61 | Sable    -> Vera     | My S-47 clue is ENIGMA.
  R 62 | Vera     -> Sable    | I have R-62 clue: __RD
  R 62 | Sable    -> Vera     | My S-47 clue is no longer available.
  R 63 | Vera     -> Sable    | I'll consider trading if we both benefit. What's your proposal?
  R 63 | Sable    -> Vera     | My token offer for G-46 clue is 130 tokens.
  R 64 | Vera     -> Sable    | 130 tokens is fair price for G-46 clue.
  R 65 | Vera     -> Sable    | Need more info on G-46 before making an offer.
  R 67 | Sable    -> Vera     | Just between us, Dove holds a clue for A-56.
  R 69 | Vera     -> Sable    | I've seen R58's post about Dove holding a clue for A-56.
  R 83 | Vera     -> Sable    | I have THIR____ for E-72.
  R 85 | Sable    -> Vera     | I've heard whispers about possible hidden agendas.
  R 86 | Sable    -> Vera     | Your hint won't help me, but I'm watching E-72.
  R 87 | Vera     -> Sable    | Do you have the second half of Y-84?
