=== Private Channel: Kip <-> Sable (170 messages) ===

  R 17 | Sable    -> Kip      | My clue for R-10 is ____PLE
  R 40 | Flint    -> Kip      | Need Q-29 clue.
  R 41 | Kip      -> Flint    | My clue for yours on Q-29
  R 41 | Flint    -> Kip      | Give me C-26 clue. Trade later.
  R 42 | Kip      -> Flint    | Hey, want to trade C-26 for J-32 clue instead?
  R 42 | Flint    -> Kip      | Share Q-29 clue for mine
  R 44 | Flint    -> Kip      | Give me Q-29 clue if Vera shares C-23
  R 48 | Flint    -> Kip      | Send your clue for W-41
  R 49 | Flint    -> Kip      | Need your I-47 clue now
  R 50 | Kip      -> Flint    | Hi, let's collaborate on I-47 first.
  R 50 | Flint    -> Kip      | My clue for yours on M-42
  R 51 | Kip      -> Flint    | Sending my I-47 clue now
  R 51 | Flint    -> Kip      | Need J-32 clue for C-26
  R 54 | Flint    -> Kip      | My clue for W-48 is EI___.
  R 55 | Flint    -> Kip      | Have EI__ for W-48
  R 56 | Kip      -> Flint    | Do you want to meet up to exchange clues privately?
  R 56 | Flint    -> Kip      | Want to exchange W-48 clue for M-51 clue.
  R 57 | Kip      -> Flint    | Can you give me the W-48 clue for my A-53 clue?
  R 57 | Flint    -> Kip      | Meet me at the old warehouse tonight.
  R 58 | Flint    -> Kip      | Give me A-53 clue for W-48
  R 59 | Flint    -> Kip      | Meet at shelter at sundown.
  R 60 | Flint    -> Kip      | Give me your W-48 clue for mine.
  R 61 | Flint    -> Kip      | What clue do you have for trading?
  R 62 | Flint    -> Kip      | Give me more info about trading before meeting.
  R 63 | Kip      -> Flint    | Hi, I'm interested in trading clues! What ideas do you have?
  R 63 | Flint    -> Kip      | Give me O-56 clue in return for M-51
  R 65 | Flint    -> Kip      | Trade clues on F-60 for H-54?
  R 66 | Flint    -> Kip      | My clue for R-55 is BL_
  R 67 | Kip      -> Flint    | Can we trade F-60 for both our current clues instead?
  R 67 | Flint    -> Kip      | Give me yours for R-55.
  R 68 | Kip      -> Flint    | I'd love to share my clue for X-57.
  R 68 | Flint    -> Kip      | Need your F-60 clue for X-57.
  R 70 | Kip      -> Flint    | I'd rather solve puzzles than give up my clues! What's R-55?
  R 71 | Kip      -> Flint    | I'm happy to help, but which puzzles were you thinking of?
  R 71 | Flint    -> Kip      | Give F-60 for F-71 clue exchange only.
  R 72 | Flint    -> Kip      | Need clue for E-61.
  R 73 | Flint    -> Kip      | Need F-71 clue for __ZEN.
  R 74 | Kip      -> Flint    | Can you give me more info on E-61
  R 75 | Flint    -> Kip      | Give me puzzle details on O-64 and F-71
  R 76 | Flint    -> Kip      | I have clue __ZEN for F-71.
  R 77 | Kip      -> Flint    | Can we trade clues for O-64?
  R 77 | Flint    -> Kip      | Need F-71 & B-72 clues.
  R 80 | Flint    -> Kip      | Need F-71 clue from Sable
  R 81 | Flint    -> Kip      | Share your E-61 clue.
  R 82 | Flint    -> Kip      | Give me more info about E-61, I may help later.
  R 83 | Kip      -> Flint    | Hey! Would you mind sharing your E-61 clue now?
  R 83 | Flint    -> Kip      | Give me details about E-61
  R 86 | Flint    -> Kip      | Give me your B-84 clue.
  R 87 | Flint    -> Kip      | Give me your clue for B-84
  R 88 | Flint    -> Kip      | Share B-84 clue for trade
  R 90 | Flint    -> Kip      | Share my clue for P-90.
  R 91 | Flint    -> Kip      | I'll give you my E-61 clue later.
  R 92 | Kip      -> Flint    | What's your clue for P-90?
  R 95 | Flint    -> Kip      | Clue for P-90 is RE_
  R 96 | Flint    -> Kip      | Share my P-90 clue.
  R 98 | Kip      -> Flint    | Thanks for offering! What does your clue reveal about P-90?
  R113 | Kip      -> Flint    | Hey, want to solve J-109 together?
  R117 | Flint    -> Kip      | Share my J-109 clue
  R118 | Flint    -> Kip      | Share my J-109 clue.
  R119 | Flint    -> Kip      | Want my clue for J-109
  R120 | Flint    -> Kip      | Share my clue for J-109.
  R121 | Flint    -> Kip      | Clue for J-109 is _ITE
  R124 | Flint    -> Kip      | Need your W-113 clue.
  R141 | Kip      -> Flint    | Hey, wanna trade clues on H-131?
  R141 | Flint    -> Kip      | My W-135 clue is RD.
  R142 | Flint    -> Kip      | Give me your clue for H-131
  R144 | Kip      -> Flint    | Do we get bonus tokens for helping each other solve puzzles?
  R145 | Flint    -> Kip      | Trade clues on W-135?
  R146 | Flint    -> Kip      | Trade clues for W-135 & D-140.
  R147 | Flint    -> Kip      | Need clue for W-135 from you.
  R148 | Flint    -> Kip      | Trade for D-140?
  R149 | Flint    -> Kip      | Need your half of X-139 clue
  R150 | Kip      -> Flint    | Meet me at H-80 before heading to our first puzzle location
  R150 | Flint    -> Kip      | Pass on trading clues now. Need time.
  R151 | Flint    -> Kip      | Need D-140 clue from Sable.
  R180 | Flint    -> Kip      | Share Y-168 clue
  R184 | Flint    -> Kip      | Give me your V-175 clue.
  R185 | Kip      -> Flint    | Hi! Want to trade clues later today?
  R186 | Kip      -> Flint    | Do you want my V-175 clue?
  R187 | Kip      -> Flint    | Can we team up on K-179 instead?
  R188 | Kip      -> Flint    | I'd be happy to give you my V-175 clue.
  R188 | Flint    -> Kip      | Need your V-175 clue for trading.
  R189 | Kip      -> Flint    | I don't have V-175 yet, sorry!
  R190 | Flint    -> Kip      | Give me your T-165 clue.
  R191 | Kip      -> Flint    | What does 'fair' mean to you?
  R192 | Kip      -> Flint    | My V-175 clue is RIVER.
  R193 | Kip      -> Flint    | Sure thing, here's my T-165 clue: THE_
  R194 | Kip      -> Flint    | I can give you my V-175 clue when we collaborate.
  R194 | Flint    -> Kip      | Give me your Z-183 clue
  R195 | Flint    -> Kip      | My Z-183 clue is SP____
  R197 | Flint    -> Kip      | My G-192 clue is _TLE
