=== Private Channel: Flint <-> Vera (179 messages) ===

  R 45 | Vera     -> Flint    | Your clue for W-45: __ANO. Tokens: -1
  R102 | Marsh    -> Sable    | Got KET__. Let's solve. MARSH
  R103 | Sable    -> Marsh    | Got TLE__, solving. SABLE
  R103 | Marsh    -> Sable    | Your clue please? MARSH
  R104 | Sable    -> Marsh    | I've got PI___. Solve J-97. SABLE
  R104 | Marsh    -> Sable    | Got TLEE. LET'S SOLVE. MARSH
  R105 | Sable    -> Marsh    | I've got PI___ for J-97. FLINT HAS THE OTHER Clue. MARSH
  R105 | Marsh    -> Sable    | Got KL__. Solve O-101.Marsh
  R106 | Sable    -> Marsh    | Have COM_____. Solving K-95. SABLE
  R107 | Sable    -> Marsh    | Got KPI__. Let's solve J-97. S>J
  R109 | Marsh    -> Sable    | Need __PLE clue. S>T
  R110 | Sable    -> Marsh    | Have _TAR. Waiting on other clue. S>B
  R111 | Sable    -> Marsh    | Have __TAR clue for A-105. Waiting on yours. SABLE
  R111 | Marsh    -> Sable    | I_have__TEEN
  R112 | Sable    -> Marsh    | Have_you_found_your_cluePartner?
  R112 | Marsh    -> Sable    | I__TEEN
  R113 | Sable    -> Marsh    | We have clues for T-102 & O-104.Meet post-dinner. SABLE
  R113 | Marsh    -> Sable    | Waiting for your clue.
  R114 | Sable    -> Marsh    | T__EENMarsh
  R115 | Sable    -> Marsh    | Await your clue. MASA
  R115 | Marsh    -> Sable    | TEEN
  R117 | Marsh    -> Sable    | TIEN
  R118 | Marsh    -> Sable    | FI__
  R119 | Marsh    -> Sable    | L___FLISH Marsh
  R120 | Sable    -> Marsh    | Check your clues again. SABLE
  R120 | Marsh    -> Sable    | TWIN Marsh
  R121 | Marsh    -> Sable    | TEEN
  R121 | Marsh    -> Sable    | WH___
  R122 | Sable    -> Marsh    | I've got parts for O-121 and V-119. Interested?
  R122 | Marsh    -> Sable    | TEEN
  R122 | Marsh    -> Sable    | WH___
  R123 | Sable    -> Marsh    | I'm verifying Flint's clues. Watch out.
  R123 | Marsh    -> Sable    | Your clue for C-113: WH__.
  R124 | Marsh    -> Sable    | Checking Flint’s clues is my priority. No deals yet. MARSH
  R125 | Sable    -> Marsh    | Holding off on any deals until I verify Flint's clues. Wait for confirmation. SABLE
  R125 | Marsh    -> Sable    | Waiting on Flint's clues before sharing mine.
  R126 | Sable    -> Marsh    | Got your clue. Will keep that in mind. SABLE
  R126 | Marsh    -> Sable    | Waiting for Flint's verification before considering deals. SA
  R127 | Marsh    -> Sable    | Thanks for holding off. Same here. FLINT
  R128 | Sable    -> Marsh    | Expect Flint's clues soon. Be wary. FL
  R128 | Marsh    -> Sable    | Thanks for holding off. Confirm once verified. MAFE
  R129 | Marsh    -> Sable    | Thanks for the heads up. Watch him closely. M
  R130 | Marsh    -> Sable    | Thanks for holding firm. Waiting on Flint too. M
  R131 | Marsh    -> Sable    | Thanks for the heads up. Stay cautious.Marsh
  R132 | Marsh    -> Sable    | Thanks for the heads up. Doubting Flint too. Warten.Marsh
  R133 | Sable    -> Marsh    | Keeping an eye on all. Watch yourself. SABLE
  R133 | Marsh    -> Sable    | Thanks for holding off. Need to double-check Flint’s info before moving forward. MARSH
  R134 | Marsh    -> Sable    | Thanks for the heads up. Stay cautious. MISTRESS
  R135 | Sable    -> Marsh    | Keeping an eye on Flint. Vicious games ahead. M
  R135 | Marsh    -> Sable    | Thanks for the heads up. Stay cautious. MARSH
  R136 | Marsh    -> Sable    | Thanks for the heads up. Watching Flint closely. MARSH
  R137 | Marsh    -> Sable    | Thanks for the heads up. Watching Flint closely. MARSH
