=== Private Channel: Sable <-> Vera (277 messages) ===

  R  1 | Sable    -> Vera     | Just between us, keep eyes on Marsh. Tokens: 739.
  R 50 | Marsh    -> Dove     | C__ for A-50
  R 51 | Marsh    -> Dove     | C__
  R 53 | Marsh    -> Dove     | C__ for K-44
  R 54 | Dove     -> Marsh    | The answer is CRSSS
  R 55 | Dove     -> Marsh    | The answer is CN____ Tokens: 17
  R 56 | Marsh    -> Dove     | CN___
  R 60 | Dove     -> Marsh    | Your clue is L_KE? Tokens: 3
  R 61 | Marsh    -> Dove     | Confirm R55 clue. Tokens: 1
  R 62 | Marsh    -> Dove     | My clues are __LD and __UE. Need yours. Tokens: 2
  R 62 | Dove     -> Marsh    | Your clue for R-53 is BL__. I have mine for W-61. Tokens needed: 2
  R 63 | Marsh    -> Dove     | Sent R__ clue for P-55. Tokens: 2
  R 63 | Dove     -> Marsh    | Your clue is correct. I will verify mine shortly. Tokens: 2
  R 64 | Marsh    -> Dove     | Thanks. Solving P-55 soon. Tokens: 2
  R 65 | Marsh    -> Dove     | Thanks. Solving P-55 now. Tokens: 1
  R 66 | Marsh    -> Dove     | Thanks. Solving P-55 R__. Tokens: 2
  R 67 | Dove     -> Marsh    | Your clue is LINER. Let's merge efforts on Q-54 and N-57. Tokens: 156
  R 69 | Marsh    -> Dove     | Thanks for confirming my clue. Let’s focus on solving more puzzles together.Tokens: -2
  R 70 | Marsh    -> Dove     | Thanks for LINER. Solving Q-54 & N-57 makes sense._tokens_
  R 70 | Dove     -> Marsh    | My clue for W-61 is ELATE. Hope this helps! Tokens: 256
  R 75 | Dove     -> Marsh    | Your clue is LAVA_T. Tokens: 15
  R 97 | Dove     -> Marsh    | Sending you MY clue: X_FLE… Tokens 14
  R 98 | Dove     -> Marsh    | Sending you my clue for W-92 ...TOKENS... Tokens 14
  R 99 | Marsh    -> Dove     | __VE
  R103 | Marsh    -> Dove     | MY clue for I-93: VE_. Tokens saved.
  R104 | Marsh    -> Dove     | PASS VE_tokens_saved
  R108 | Marsh    -> Dove     | SH__
  R110 | Marsh    -> Dove     | X_FLE_tokens saved
  R111 | Marsh    -> Dove     | My clue for W-92: TRICKTokens 14
